nr,nazwa,pp,numberOfSeeds,seeds,numberOfNodes,step,infectedPerStep,infectedTotal,infectedTotalPercentage,computionalTime
1,2,0.1,2,"[1854, 661]",1899,302,0,1444,76.04002106371775,0:00:00.000109
1,2,0.1,2,"[1427, 737]",1899,303,0,1446,76.14533965244867,0:00:00.000346
1,2,0.1,2,"[1662, 366]",1899,304,0,1448,76.25065824117956,0:00:00.000276
1,2,0.1,2,"[1081, 1537]",1899,305,0,1450,76.35597682991047,0:00:00.000303
1,2,0.1,2,"[965, 1061]",1899,306,0,1452,76.4612954186414,0:00:00.000057
1,2,0.1,2,"[722, 668]",1899,307,0,1454,76.56661400737231,0:00:00.000051
1,2,0.1,2,"[786, 126]",1899,308,0,1456,76.6719325961032,0:00:00.000054
1,2,0.1,2,"[196, 614]",1899,309,0,1458,76.77725118483413,0:00:00.000081
1,2,0.1,2,"[1473, 865]",1899,310,0,1460,76.88256977356504,0:00:00.000049
1,2,0.1,2,"[1898, 1441]",1899,311,0,1462,76.98788836229595,0:00:00.000135
1,2,0.1,2,"[1030, 489]",1899,312,0,1464,77.09320695102686,0:00:00.000046
1,2,0.1,2,"[195, 1109]",1899,313,0,1466,77.19852553975777,0:00:00.000042
1,2,0.1,2,"[1212, 1822]",1899,314,0,1468,77.30384412848868,0:00:00.000030
1,2,0.1,2,"[608, 717]",1899,315,0,1470,77.40916271721959,0:00:00.000026
1,2,0.1,2,"[558, 1500]",1899,316,0,1472,77.5144813059505,0:00:00.000033
1,2,0.1,2,"[222, 961]",1899,317,0,1474,77.6197998946814,0:00:00.000042
1,2,0.1,2,"[1011, 1045]",1899,318,0,1476,77.72511848341233,0:00:00.000028
1,2,0.1,2,"[168, 1591]",1899,319,0,1478,77.83043707214323,0:00:00.000042
1,2,0.1,2,"[1469, 150]",1899,320,0,1480,77.93575566087414,0:00:00.000391
1,2,0.1,2,"[850, 217]",1899,321,0,1482,78.04107424960506,0:00:00.000045
1,2,0.1,2,"[1091, 1740]",1899,322,0,1484,78.14639283833597,0:00:00.000039
1,2,0.1,2,"[1121, 1204]",1899,323,0,1486,78.25171142706687,0:00:00.000038
1,2,0.1,2,"[1817, 695]",1899,324,0,1488,78.35703001579779,0:00:00.000036
1,2,0.1,2,"[1046, 333]",1899,325,0,1490,78.4623486045287,0:00:00.000041
1,2,0.1,2,"[1110, 651]",1899,326,0,1492,78.56766719325961,0:00:00.000061
1,2,0.1,2,"[1786, 123]",1899,327,0,1494,78.67298578199052,0:00:00.000077
1,2,0.1,2,"[1732, 395]",1899,328,0,1496,78.77830437072143,0:00:00.000262
1,2,0.1,2,"[1634, 959]",1899,329,0,1498,78.88362295945235,0:00:00.000070
1,2,0.1,2,"[1884, 452]",1899,330,0,1500,78.98894154818325,0:00:00.000066
1,2,0.1,2,"[637, 1858]",1899,331,0,1502,79.09426013691416,0:00:00.000053
1,2,0.1,2,"[1208, 1887]",1899,332,0,1504,79.19957872564508,0:00:00.000046
1,2,0.1,2,"[1769, 1198]",1899,333,0,1506,79.30489731437599,0:00:00.000057
1,2,0.1,2,"[1480, 1422]",1899,334,0,1508,79.4102159031069,0:00:00.000047
1,2,0.1,2,"[968, 1174]",1899,335,0,1510,79.51553449183781,0:00:00.000047
1,2,0.1,2,"[43, 1152]",1899,336,0,1512,79.62085308056872,0:00:00.000046
1,2,0.1,2,"[742, 1575]",1899,337,0,1514,79.72617166929963,0:00:00.000054
1,2,0.1,2,"[1210, 1245]",1899,338,0,1516,79.83149025803054,0:00:00.000054
1,2,0.1,2,"[1009, 1218]",1899,339,0,1518,79.93680884676145,0:00:00.000061
1,2,0.1,2,"[1577, 1112]",1899,340,0,1520,80.04212743549236,0:00:00.000054
1,2,0.1,2,"[433, 924]",1899,341,0,1522,80.14744602422329,0:00:00.000053
1,2,0.1,2,"[1779, 1631]",1899,342,0,1524,80.25276461295418,0:00:00.000046
1,2,0.1,2,"[1766, 1845]",1899,343,0,1526,80.35808320168509,0:00:00.000041
1,2,0.1,2,"[1799, 476]",1899,344,0,1528,80.46340179041601,0:00:00.000041
1,2,0.1,2,"[1431, 763]",1899,345,0,1530,80.56872037914692,0:00:00.000035
1,2,0.1,2,"[1506, 1361]",1899,346,0,1532,80.67403896787782,0:00:00.000035
1,2,0.1,2,"[1524, 1385]",1899,347,0,1534,80.77935755660874,0:00:00.000037
1,2,0.1,2,"[247, 1763]",1899,348,0,1536,80.88467614533965,0:00:00.000040
1,2,0.1,2,"[1315, 1104]",1899,349,0,1538,80.98999473407056,0:00:00.000034
1,2,0.1,2,"[1445, 875]",1899,350,0,1540,81.09531332280147,0:00:00.000042
1,2,0.1,2,"[1078, 1725]",1899,351,0,1542,81.20063191153238,0:00:00.000164
1,2,0.1,2,"[293, 1720]",1899,352,0,1544,81.3059505002633,0:00:00.000042
1,2,0.1,2,"[1555, 1815]",1899,353,0,1546,81.4112690889942,0:00:00.000037
1,2,0.1,2,"[232, 670]",1899,354,0,1548,81.51658767772511,0:00:00.000035
1,2,0.1,2,"[486, 666]",1899,355,0,1550,81.62190626645604,0:00:00.000054
1,2,0.1,2,"[1163, 1386]",1899,356,0,1552,81.72722485518695,0:00:00.000047
1,2,0.1,2,"[820, 1430]",1899,357,0,1554,81.83254344391784,0:00:00.000203
1,2,0.1,2,"[1883, 156]",1899,358,0,1556,81.93786203264877,0:00:00.000131
1,2,0.1,2,"[1571, 757]",1899,359,0,1558,82.04318062137968,0:00:00.000048
1,2,0.1,2,"[238, 1277]",1899,360,0,1560,82.14849921011059,0:00:00.000161
1,2,0.1,2,"[1672, 937]",1899,361,0,1562,82.2538177988415,0:00:00.000053
1,2,0.1,2,"[225, 1687]",1899,362,0,1564,82.3591363875724,0:00:00.000073
1,2,0.1,2,"[1863, 1894]",1899,363,0,1566,82.46445497630332,0:00:00.000228
1,2,0.1,2,"[902, 1780]",1899,364,0,1568,82.56977356503424,0:00:00.000043
1,2,0.1,2,"[1460, 1767]",1899,365,0,1570,82.67509215376514,0:00:00.000044
1,2,0.1,2,"[480, 1552]",1899,366,0,1572,82.78041074249604,0:00:00.000044
1,2,0.1,2,"[1811, 857]",1899,367,0,1574,82.88572933122697,0:00:00.000278
1,2,0.1,2,"[1303, 1063]",1899,368,0,1576,82.99104791995788,0:00:00.000054
1,2,0.1,2,"[1411, 1661]",1899,369,0,1578,83.09636650868877,0:00:00.000128
1,2,0.1,2,"[15, 1358]",1899,370,0,1580,83.2016850974197,0:00:00.000046
1,2,0.1,2,"[24, 1194]",1899,371,0,1582,83.30700368615061,0:00:00.000213
1,2,0.1,2,"[301, 887]",1899,372,0,1584,83.41232227488152,0:00:00.000159
1,2,0.1,2,"[508, 279]",1899,373,0,1586,83.51764086361243,0:00:00.000055
1,2,0.1,2,"[568, 1581]",1899,374,0,1588,83.62295945234334,0:00:00.000052
1,2,0.1,2,"[1327, 1800]",1899,375,0,1590,83.72827804107425,0:00:00.000047
1,2,0.1,2,"[910, 845]",1899,376,0,1592,83.83359662980516,0:00:00.000060
1,2,0.1,2,"[716, 1505]",1899,377,0,1594,83.93891521853607,0:00:00.000046
1,2,0.1,2,"[207, 1646]",1899,378,0,1596,84.04423380726699,0:00:00.000042
1,2,0.1,2,"[1549, 1170]",1899,379,0,1598,84.1495523959979,0:00:00.000031
1,2,0.1,2,"[1609, 879]",1899,380,0,1600,84.2548709847288,0:00:00.000032
1,2,0.1,2,"[579, 1492]",1899,381,0,1602,84.36018957345972,0:00:00.000027
1,2,0.1,2,"[1289, 1826]",1899,382,0,1604,84.46550816219063,0:00:00.000027
1,2,0.1,2,"[1465, 922]",1899,383,0,1606,84.57082675092154,0:00:00.000024
1,2,0.1,2,"[239, 645]",1899,384,0,1608,84.67614533965245,0:00:00.000024
1,2,0.1,2,"[1588, 1886]",1899,385,0,1610,84.78146392838336,0:00:00.000023
1,2,0.1,2,"[1630, 1840]",1899,386,0,1612,84.88678251711427,0:00:00.000047
1,2,0.1,2,"[1682, 1020]",1899,387,0,1614,84.99210110584518,0:00:00.000041
1,2,0.1,2,"[1841, 951]",1899,388,0,1616,85.09741969457609,0:00:00.000205
1,2,0.1,2,"[354, 1497]",1899,389,0,1618,85.202738283307,0:00:00.000044
1,2,0.1,2,"[1664, 1718]",1899,390,0,1620,85.30805687203792,0:00:00.000044
1,2,0.1,2,"[1891, 1392]",1899,391,0,1622,85.41337546076882,0:00:00.000043
1,2,0.1,2,"[1416, 628]",1899,392,0,1624,85.51869404949973,0:00:00.000056
1,2,0.1,2,"[416, 1247]",1899,393,0,1626,85.62401263823065,0:00:00.000052
1,2,0.1,2,"[203, 46]",1899,394,0,1628,85.72933122696156,0:00:00.000108
1,2,0.1,2,"[1288, 7]",1899,395,0,1630,85.83464981569247,0:00:00.000033
1,2,0.1,2,"[1232, 685]",1899,396,0,1632,85.93996840442338,0:00:00.000041
1,2,0.1,2,"[524, 1265]",1899,397,0,1634,86.04528699315429,0:00:00.000029
1,2,0.1,2,"[1632, 1519]",1899,398,0,1636,86.1506055818852,0:00:00.000037
1,2,0.1,2,"[1795, 117]",1899,399,0,1638,86.25592417061611,0:00:00.000030
1,2,0.1,2,"[1148, 1116]",1899,400,0,1640,86.36124275934702,0:00:00.000033
1,2,0.1,2,"[1025, 1544]",1899,401,0,1642,86.46656134807793,0:00:00.000043
1,2,0.1,2,"[948, 1499]",1899,402,0,1644,86.57187993680886,0:00:00.000042
1,2,0.1,2,"[832, 1561]",1899,403,0,1646,86.67719852553975,0:00:00.000028
1,2,0.1,2,"[4, 491]",1899,404,0,1648,86.78251711427068,0:00:00.000026
1,2,0.1,2,"[1320, 1124]",1899,405,0,1650,86.88783570300158,0:00:00.000027
1,2,0.1,2,"[1694, 1834]",1899,406,0,1652,86.9931542917325,0:00:00.000048
1,2,0.1,2,"[972, 1438]",1899,407,0,1654,87.0984728804634,0:00:00.000043
1,2,0.1,2,"[108, 275]",1899,408,0,1656,87.20379146919431,0:00:00.000045
1,2,0.1,2,"[1120, 1595]",1899,409,0,1658,87.30911005792522,0:00:00.000043
1,2,0.1,2,"[1223, 1376]",1899,410,0,1660,87.41442864665613,0:00:00.000044
1,2,0.1,2,"[1334, 1477]",1899,411,0,1662,87.51974723538704,0:00:00.000044
1,2,0.1,2,"[1015, 1058]",1899,412,0,1664,87.62506582411795,0:00:00.000054
1,2,0.1,2,"[1107, 458]",1899,413,0,1666,87.73038441284888,0:00:00.000048
1,2,0.1,2,"[1531, 1088]",1899,414,0,1668,87.83570300157977,0:00:00.000043
1,2,0.1,2,"[918, 178]",1899,415,0,1670,87.94102159031068,0:00:00.000029
1,2,0.1,2,"[531, 148]",1899,416,0,1672,88.04634017904161,0:00:00.000027
1,2,0.1,2,"[828, 1428]",1899,417,0,1674,88.15165876777252,0:00:00.000026
1,2,0.1,2,"[49, 1530]",1899,418,0,1676,88.25697735650341,0:00:00.000025
1,2,0.1,2,"[1855, 417]",1899,419,0,1678,88.36229594523434,0:00:00.000025
1,2,0.1,2,"[1057, 1790]",1899,420,0,1680,88.46761453396525,0:00:00.000026
1,2,0.1,2,"[92, 1143]",1899,421,0,1682,88.57293312269616,0:00:00.000023
1,2,0.1,2,"[1405, 929]",1899,422,0,1684,88.67825171142707,0:00:00.000066
1,2,0.1,2,"[1572, 920]",1899,423,0,1686,88.78357030015798,0:00:00.000020
1,2,0.1,2,"[947, 1084]",1899,424,0,1688,88.88888888888889,0:00:00.000019
1,2,0.1,2,"[597, 170]",1899,425,0,1690,88.9942074776198,0:00:00.000020
1,2,0.1,2,"[1464, 1870]",1899,426,0,1692,89.0995260663507,0:00:00.000020
1,2,0.1,2,"[789, 1410]",1899,427,0,1694,89.20484465508162,0:00:00.000019
1,2,0.1,2,"[1625, 138]",1899,428,0,1696,89.31016324381254,0:00:00.000019
1,2,0.1,2,"[886, 556]",1899,429,0,1698,89.41548183254343,0:00:00.000038
1,2,0.1,2,"[146, 904]",1899,430,0,1700,89.52080042127436,0:00:00.000046
1,2,0.1,2,"[5, 1733]",1899,431,0,1702,89.62611901000527,0:00:00.000043
1,2,0.1,2,"[1452, 1755]",1899,432,0,1704,89.73143759873618,0:00:00.000119
1,2,0.1,2,"[1241, 1177]",1899,433,0,1706,89.83675618746709,0:00:00.000099
1,2,0.1,2,"[1221, 134]",1899,434,0,1708,89.942074776198,0:00:00.000045
1,2,0.1,2,"[1481, 1451]",1899,435,0,1710,90.04739336492891,0:00:00.000046
1,2,0.1,2,"[691, 756]",1899,436,0,1712,90.15271195365983,0:00:00.000047
1,2,0.1,2,"[960, 461]",1899,437,0,1714,90.25803054239073,0:00:00.000043
1,2,0.1,2,"[493, 976]",1899,438,0,1716,90.36334913112164,0:00:00.000038
1,2,0.1,2,"[759, 1461]",1899,439,0,1718,90.46866771985256,0:00:00.000029
1,2,0.1,2,"[1839, 1016]",1899,440,0,1720,90.57398630858347,0:00:00.000026
1,2,0.1,2,"[1869, 888]",1899,441,0,1722,90.67930489731437,0:00:00.000025
1,2,0.1,2,"[653, 159]",1899,442,0,1724,90.78462348604529,0:00:00.000024
1,2,0.1,2,"[1450, 718]",1899,443,0,1726,90.8899420747762,0:00:00.000023
1,2,0.1,2,"[1567, 580]",1899,444,0,1728,90.99526066350711,0:00:00.000020
1,2,0.1,2,"[790, 1086]",1899,445,0,1730,91.10057925223802,0:00:00.000020
1,2,0.1,2,"[941, 1017]",1899,446,0,1732,91.20589784096893,0:00:00.000026
1,2,0.1,2,"[1641, 1377]",1899,447,0,1734,91.31121642969984,0:00:00.000019
1,2,0.1,2,"[1470, 1309]",1899,448,0,1736,91.41653501843075,0:00:00.000019
1,2,0.1,2,"[210, 262]",1899,449,0,1738,91.52185360716166,0:00:00.000019
1,2,0.1,2,"[1770, 28]",1899,450,0,1740,91.62717219589257,0:00:00.000020
1,2,0.1,2,"[478, 511]",1899,451,0,1742,91.7324907846235,0:00:00.000019
1,2,0.1,2,"[1656, 1701]",1899,452,0,1744,91.83780937335439,0:00:00.000021
1,2,0.1,2,"[1293, 564]",1899,453,0,1746,91.9431279620853,0:00:00.000036
1,2,0.1,2,"[1697, 618]",1899,454,0,1748,92.04844655081622,0:00:00.000159
1,2,0.1,2,"[443, 449]",1899,455,0,1750,92.15376513954713,0:00:00.000042
1,2,0.1,2,"[1674, 1331]",1899,456,0,1752,92.25908372827804,0:00:00.000111
1,2,0.1,2,"[1266, 1861]",1899,457,0,1754,92.36440231700895,0:00:00.000121
1,2,0.1,2,"[1650, 208]",1899,458,0,1756,92.46972090573986,0:00:00.000047
1,2,0.1,2,"[1484, 1360]",1899,459,0,1758,92.57503949447077,0:00:00.000109
1,2,0.1,2,"[1108, 106]",1899,460,0,1760,92.68035808320168,0:00:00.000052
1,2,0.1,2,"[1735, 136]",1899,461,0,1762,92.78567667193259,0:00:00.000047
1,2,0.1,2,"[412, 166]",1899,462,0,1764,92.89099526066352,0:00:00.000041
1,2,0.1,2,"[414, 1533]",1899,463,0,1766,92.99631384939443,0:00:00.000029
1,2,0.1,2,"[1765, 363]",1899,464,0,1768,93.10163243812532,0:00:00.000031
1,2,0.1,2,"[1458, 1559]",1899,465,0,1770,93.20695102685625,0:00:00.000031
1,2,0.1,2,"[1570, 1777]",1899,466,0,1772,93.31226961558716,0:00:00.000029
1,2,0.1,2,"[1778, 165]",1899,467,0,1774,93.41758820431806,0:00:00.000027
1,2,0.1,2,"[760, 1593]",1899,468,0,1776,93.52290679304897,0:00:00.000026
1,2,0.1,2,"[1073, 1528]",1899,469,0,1778,93.62822538177988,0:00:00.000022
1,2,0.1,2,"[1483, 1643]",1899,470,0,1780,93.7335439705108,0:00:00.000021
1,2,0.1,2,"[1590, 1106]",1899,471,0,1782,93.8388625592417,0:00:00.000020
1,2,0.1,2,"[1895, 251]",1899,472,0,1784,93.94418114797261,0:00:00.000019
1,2,0.1,2,"[21, 1853]",1899,473,0,1786,94.04949973670352,0:00:00.000030
1,2,0.1,2,"[1660, 1576]",1899,474,0,1788,94.15481832543445,0:00:00.000037
1,2,0.1,2,"[1226, 541]",1899,475,0,1790,94.26013691416534,0:00:00.000044
1,2,0.1,2,"[188, 1028]",1899,476,0,1792,94.36545550289625,0:00:00.000044
1,2,0.1,2,"[743, 550]",1899,477,0,1794,94.47077409162718,0:00:00.000133
1,2,0.1,2,"[1554, 1154]",1899,478,0,1796,94.57609268035809,0:00:00.000048
1,2,0.1,2,"[1692, 1115]",1899,479,0,1798,94.681411269089,0:00:00.000214
1,2,0.1,2,"[1882, 764]",1899,480,0,1800,94.7867298578199,0:00:00.000111
1,2,0.1,2,"[677, 1318]",1899,481,0,1802,94.89204844655082,0:00:00.000120
1,2,0.1,2,"[1449, 1514]",1899,482,0,1804,94.99736703528173,0:00:00.000044
1,2,0.1,2,"[1010, 1523]",1899,483,0,1806,95.10268562401264,0:00:00.000029
1,2,0.1,2,"[1722, 1264]",1899,484,0,1808,95.20800421274355,0:00:00.000029
1,2,0.1,2,"[709, 775]",1899,485,0,1810,95.31332280147447,0:00:00.000028
1,2,0.1,2,"[270, 1534]",1899,486,0,1812,95.41864139020537,0:00:00.000039
1,2,0.1,2,"[330, 1414]",1899,487,0,1814,95.52395997893628,0:00:00.000024
1,2,0.1,2,"[1144, 680]",1899,488,0,1816,95.6292785676672,0:00:00.000022
1,2,0.1,2,"[647, 1443]",1899,489,0,1818,95.73459715639811,0:00:00.000020
1,2,0.1,2,"[1877, 897]",1899,490,0,1820,95.839915745129,0:00:00.000019
1,2,0.1,2,"[230, 1418]",1899,491,0,1822,95.94523433385993,0:00:00.000021
1,2,0.1,2,"[472, 944]",1899,492,0,1824,96.05055292259084,0:00:00.000020
1,2,0.1,2,"[1407, 1896]",1899,493,0,1826,96.15587151132175,0:00:00.000020
1,2,0.1,2,"[1495, 1457]",1899,494,0,1828,96.26119010005266,0:00:00.000020
1,2,0.1,2,"[380, 1696]",1899,495,0,1830,96.36650868878357,0:00:00.000020
1,2,0.1,2,"[1471, 1742]",1899,496,0,1832,96.47182727751448,0:00:00.000021
1,2,0.1,2,"[591, 1885]",1899,497,0,1834,96.57714586624539,0:00:00.000040
1,2,0.1,2,"[813, 1089]",1899,498,0,1836,96.6824644549763,0:00:00.000201
1,2,0.1,2,"[459, 1612]",1899,499,0,1838,96.78778304370721,0:00:00.000058
1,2,0.1,2,"[909, 1314]",1899,500,0,1840,96.89310163243813,0:00:00.000045
1,2,0.1,2,"[16, 1808]",1899,501,0,1842,96.99842022116904,0:00:00.000041
1,2,0.1,2,"[807, 1698]",1899,502,0,1844,97.10373880989994,0:00:00.000158
1,2,0.1,2,"[1070, 253]",1899,503,0,1846,97.20905739863086,0:00:00.000141
1,2,0.1,2,"[1744, 218]",1899,504,0,1848,97.31437598736177,0:00:00.000043
1,2,0.1,2,"[936, 890]",1899,505,0,1850,97.41969457609268,0:00:00.000049
1,2,0.1,2,"[1504, 1214]",1899,506,0,1852,97.52501316482359,0:00:00.000043
1,2,0.1,2,"[1592, 533]",1899,507,0,1854,97.6303317535545,0:00:00.000045
1,2,0.1,2,"[1258, 1300]",1899,508,0,1856,97.73565034228542,0:00:00.000030
1,2,0.1,2,"[470, 822]",1899,509,0,1858,97.84096893101632,0:00:00.000031
1,2,0.1,2,"[1474, 1536]",1899,510,0,1860,97.94628751974723,0:00:00.000024
1,2,0.1,2,"[1337, 855]",1899,511,0,1862,98.05160610847815,0:00:00.000023
1,2,0.1,2,"[665, 1888]",1899,512,0,1864,98.15692469720906,0:00:00.000022
1,2,0.1,2,"[772, 1455]",1899,513,0,1866,98.26224328593996,0:00:00.000020
1,2,0.1,2,"[1873, 1600]",1899,514,0,1868,98.36756187467088,0:00:00.000019
1,2,0.1,2,"[1890, 1067]",1899,515,0,1870,98.4728804634018,0:00:00.000019
1,2,0.1,2,"[1784, 1311]",1899,516,0,1872,98.5781990521327,0:00:00.000018
1,2,0.1,2,"[420, 571]",1899,517,0,1874,98.68351764086361,0:00:00.000020
1,2,0.1,2,"[1007, 1090]",1899,518,0,1876,98.78883622959452,0:00:00.000024
1,2,0.1,2,"[1102, 1130]",1899,519,0,1878,98.89415481832543,0:00:00.000020
1,2,0.1,2,"[1721, 1065]",1899,520,0,1880,98.99947340705634,0:00:00.000028
1,2,0.1,2,"[287, 280]",1899,521,0,1882,99.10479199578725,0:00:00.000039
1,2,0.1,2,"[745, 1151]",1899,522,0,1884,99.21011058451816,0:00:00.000043
1,2,0.1,2,"[390, 577]",1899,523,0,1886,99.31542917324909,0:00:00.000249
1,2,0.1,2,"[891, 1695]",1899,524,0,1888,99.42074776197998,0:00:00.000044
1,2,0.1,2,"[133, 1096]",1899,525,0,1890,99.52606635071089,0:00:00.000096
1,2,0.1,2,"[1182, 1182]",1899,526,0,1891,99.57872564507636,0:00:00.000056
1,2,0.1,2,"[1193, 1098]",1899,527,0,1893,99.68404423380727,0:00:00.000049
1,2,0.1,2,"[110, 110]",1899,528,0,1894,99.73670352817273,0:00:00.000061
1,2,0.1,2,"[1275, 1825]",1899,529,0,1896,99.84202211690362,0:00:00.000047
1,2,0.1,2,"[572, 989]",1899,530,0,1898,99.94734070563455,0:00:00.000038
1,2,0.1,1,[435],1899,531,0,1899,100.0,0:00:00.000039
