nr,nazwa,pp,numberOfSeeds,seeds,totalNumberOfSeeds,numberOfNodes,step,infectedPerStep,infectedTotal,infectedTotalPercentage,computionalTime
1,2,0.1,2,"[935, 1229]",500,1899,285,0,1245,65.5608214849921,0:00:22.684580
1,2,0.1,2,"[446, 806]",502,1899,286,0,1247,65.66614007372301,0:00:22.684580
1,2,0.1,2,"[1826, 1738]",504,1899,287,0,1249,65.77145866245392,0:00:22.684580
1,2,0.1,2,"[1824, 462]",506,1899,288,0,1251,65.87677725118483,0:00:22.684580
1,2,0.1,2,"[1369, 1473]",508,1899,289,2,1254,66.0347551342812,0:00:22.684580
1,2,0.1,2,"[1369, 1473]",508,1899,290,0,1254,66.0347551342812,0:00:22.684580
1,2,0.1,2,"[1842, 1718]",510,1899,291,0,1256,66.14007372301212,0:00:22.684580
1,2,0.1,2,"[875, 1341]",512,1899,292,0,1258,66.24539231174302,0:00:22.684580
1,2,0.1,2,"[1645, 914]",514,1899,293,0,1260,66.35071090047393,0:00:22.684580
1,2,0.1,2,"[703, 1178]",516,1899,294,0,1262,66.45602948920485,0:00:22.684580
1,2,0.1,2,"[1891, 351]",518,1899,295,0,1264,66.56134807793576,0:00:22.684580
1,2,0.1,2,"[487, 1897]",520,1899,296,0,1266,66.66666666666666,0:00:22.684580
1,2,0.1,2,"[1060, 1363]",522,1899,297,0,1268,66.77198525539758,0:00:22.684580
1,2,0.1,2,"[1882, 287]",524,1899,298,0,1270,66.87730384412849,0:00:22.684580
1,2,0.1,2,"[31, 951]",526,1899,299,0,1272,66.9826224328594,0:00:22.684580
1,2,0.1,2,"[385, 1122]",528,1899,300,0,1274,67.08794102159031,0:00:22.684580
1,2,0.1,2,"[366, 663]",530,1899,301,0,1276,67.19325961032122,0:00:22.684580
1,2,0.1,2,"[604, 83]",532,1899,302,0,1278,67.29857819905213,0:00:22.684580
1,2,0.1,2,"[1639, 40]",534,1899,303,0,1280,67.40389678778304,0:00:22.684580
1,2,0.1,2,"[579, 1398]",536,1899,304,0,1282,67.50921537651395,0:00:22.684580
1,2,0.1,2,"[465, 948]",538,1899,305,0,1284,67.61453396524486,0:00:22.684580
1,2,0.1,2,"[1670, 1795]",540,1899,306,0,1286,67.71985255397578,0:00:22.684580
1,2,0.1,2,"[1443, 998]",542,1899,307,0,1288,67.82517114270668,0:00:22.684580
1,2,0.1,2,"[499, 1798]",544,1899,308,0,1290,67.93048973143759,0:00:22.684580
1,2,0.1,2,"[243, 611]",546,1899,309,0,1292,68.03580832016851,0:00:22.684580
1,2,0.1,2,"[572, 1693]",548,1899,310,0,1294,68.14112690889942,0:00:22.684580
1,2,0.1,2,"[1455, 1247]",550,1899,311,0,1296,68.24644549763033,0:00:22.684580
1,2,0.1,2,"[1615, 1143]",552,1899,312,0,1298,68.35176408636124,0:00:22.684580
1,2,0.1,2,"[1757, 917]",554,1899,313,0,1300,68.45708267509215,0:00:22.684580
1,2,0.1,2,"[1649, 1760]",556,1899,314,0,1302,68.56240126382306,0:00:22.684580
1,2,0.1,2,"[1691, 1135]",558,1899,315,0,1304,68.66771985255397,0:00:22.684580
1,2,0.1,2,"[1710, 559]",560,1899,316,0,1306,68.77303844128488,0:00:22.684580
1,2,0.1,2,"[153, 1482]",562,1899,317,0,1308,68.8783570300158,0:00:22.684580
1,2,0.1,2,"[1675, 1036]",564,1899,318,0,1310,68.98367561874672,0:00:22.684580
1,2,0.1,2,"[1871, 1458]",566,1899,319,0,1312,69.08899420747761,0:00:22.684580
1,2,0.1,2,"[1278, 140]",568,1899,320,0,1314,69.19431279620854,0:00:22.684580
1,2,0.1,2,"[1759, 1221]",570,1899,321,0,1316,69.29963138493945,0:00:22.684580
1,2,0.1,2,"[330, 313]",572,1899,322,0,1318,69.40494997367036,0:00:22.684580
1,2,0.1,2,"[529, 1380]",574,1899,323,0,1320,69.51026856240127,0:00:22.684580
1,2,0.1,2,"[1752, 1179]",576,1899,324,0,1322,69.61558715113217,0:00:22.684580
1,2,0.1,2,"[1299, 1213]",578,1899,325,0,1324,69.72090573986308,0:00:22.684580
1,2,0.1,2,"[772, 693]",580,1899,326,0,1326,69.826224328594,0:00:22.684580
1,2,0.1,2,"[803, 760]",582,1899,327,0,1328,69.9315429173249,0:00:22.684580
1,2,0.1,2,"[273, 1831]",584,1899,328,0,1330,70.03686150605581,0:00:22.684580
1,2,0.1,2,"[441, 1666]",586,1899,329,2,1333,70.19483938915218,0:00:22.684580
1,2,0.1,2,"[441, 1666]",586,1899,330,0,1333,70.19483938915218,0:00:22.684580
1,2,0.1,2,"[1162, 1410]",588,1899,331,0,1335,70.30015797788309,0:00:22.684580
1,2,0.1,2,"[1131, 1047]",590,1899,332,0,1337,70.40547656661401,0:00:22.684580
1,2,0.1,2,"[1747, 1271]",592,1899,333,0,1339,70.51079515534492,0:00:22.684580
1,2,0.1,2,"[1492, 433]",594,1899,334,0,1341,70.61611374407583,0:00:22.684580
1,2,0.1,2,"[301, 387]",596,1899,335,0,1343,70.72143233280674,0:00:22.684580
1,2,0.1,2,"[1728, 116]",598,1899,336,0,1345,70.82675092153765,0:00:22.684580
1,2,0.1,2,"[868, 790]",600,1899,337,0,1347,70.93206951026856,0:00:22.684580
1,2,0.1,2,"[1479, 624]",602,1899,338,0,1349,71.03738809899947,0:00:22.684580
1,2,0.1,2,"[677, 1115]",604,1899,339,0,1351,71.14270668773038,0:00:22.684580
1,2,0.1,2,"[855, 1182]",606,1899,340,0,1353,71.24802527646129,0:00:22.684580
1,2,0.1,2,"[506, 1204]",608,1899,341,0,1355,71.35334386519222,0:00:22.684580
1,2,0.1,2,"[1257, 662]",610,1899,342,0,1357,71.45866245392311,0:00:22.684580
1,2,0.1,2,"[671, 186]",612,1899,343,0,1359,71.56398104265402,0:00:22.684580
1,2,0.1,2,"[1124, 1581]",614,1899,344,0,1361,71.66929963138494,0:00:22.684580
1,2,0.1,2,"[1894, 1840]",616,1899,345,0,1363,71.77461822011585,0:00:22.684580
1,2,0.1,2,"[1657, 159]",618,1899,346,0,1365,71.87993680884675,0:00:22.684580
1,2,0.1,2,"[1311, 1149]",620,1899,347,0,1367,71.98525539757767,0:00:22.684580
1,2,0.1,2,"[98, 568]",622,1899,348,0,1369,72.09057398630858,0:00:22.684580
1,2,0.1,2,"[1673, 87]",624,1899,349,0,1371,72.1958925750395,0:00:22.684580
1,2,0.1,2,"[1870, 240]",626,1899,350,0,1373,72.3012111637704,0:00:22.684580
1,2,0.1,2,"[1834, 1600]",628,1899,351,0,1375,72.40652975250131,0:00:22.684580
1,2,0.1,2,"[1017, 1438]",630,1899,352,0,1377,72.51184834123224,0:00:22.684580
1,2,0.1,2,"[397, 1366]",632,1899,353,0,1379,72.61716692996313,0:00:22.684580
1,2,0.1,2,"[1382, 1843]",634,1899,354,0,1381,72.72248551869404,0:00:22.684580
1,2,0.1,2,"[1855, 1784]",636,1899,355,0,1383,72.82780410742497,0:00:22.684580
1,2,0.1,2,"[1777, 1239]",638,1899,356,0,1385,72.93312269615588,0:00:22.684580
1,2,0.1,2,"[218, 1367]",640,1899,357,0,1387,73.03844128488677,0:00:22.684580
1,2,0.1,2,"[673, 1160]",642,1899,358,0,1389,73.1437598736177,0:00:22.684580
1,2,0.1,2,"[1011, 352]",644,1899,359,0,1391,73.2490784623486,0:00:22.684580
1,2,0.1,2,"[1481, 1751]",646,1899,360,0,1393,73.35439705107952,0:00:22.684580
1,2,0.1,2,"[1555, 1821]",648,1899,361,0,1395,73.45971563981043,0:00:22.684580
1,2,0.1,2,"[1706, 929]",650,1899,362,2,1398,73.61769352290679,0:00:22.684580
1,2,0.1,2,"[1706, 929]",650,1899,363,0,1398,73.61769352290679,0:00:22.684580
1,2,0.1,2,"[764, 494]",652,1899,364,0,1400,73.72301211163771,0:00:22.684580
1,2,0.1,2,"[455, 1265]",654,1899,365,0,1402,73.82833070036861,0:00:22.684580
1,2,0.1,2,"[1152, 1612]",656,1899,366,0,1404,73.93364928909952,0:00:22.684580
1,2,0.1,2,"[235, 467]",658,1899,367,0,1406,74.03896787783044,0:00:22.684580
1,2,0.1,2,"[362, 86]",660,1899,368,0,1408,74.14428646656135,0:00:22.684580
1,2,0.1,2,"[1027, 1298]",662,1899,369,0,1410,74.24960505529225,0:00:22.684580
1,2,0.1,2,"[1688, 1203]",664,1899,370,0,1412,74.35492364402317,0:00:22.684580
1,2,0.1,2,"[1568, 156]",666,1899,371,0,1414,74.46024223275408,0:00:22.684580
1,2,0.1,2,"[216, 1169]",668,1899,372,1,1417,74.61822011585045,0:00:22.684580
1,2,0.1,2,"[216, 1169]",668,1899,373,1,1418,74.6708794102159,0:00:22.684580
1,2,0.1,2,"[216, 1169]",668,1899,374,0,1418,74.6708794102159,0:00:22.684580
1,2,0.1,2,"[1320, 1867]",670,1899,375,0,1420,74.77619799894681,0:00:22.684580
1,2,0.1,2,"[684, 202]",672,1899,376,0,1422,74.88151658767772,0:00:22.684580
1,2,0.1,2,"[490, 1703]",674,1899,377,0,1424,74.98683517640863,0:00:22.684580
1,2,0.1,2,"[17, 667]",676,1899,378,0,1426,75.09215376513954,0:00:22.684580
1,2,0.1,2,"[1309, 897]",678,1899,379,2,1429,75.25013164823592,0:00:22.684580
1,2,0.1,2,"[1309, 897]",678,1899,380,0,1429,75.25013164823592,0:00:22.684580
1,2,0.1,2,"[1028, 932]",680,1899,381,0,1431,75.35545023696683,0:00:22.684580
1,2,0.1,2,"[720, 842]",682,1899,382,0,1433,75.46076882569773,0:00:22.684580
1,2,0.1,2,"[461, 1886]",684,1899,383,0,1435,75.56608741442865,0:00:22.684580
1,2,0.1,2,"[1771, 1660]",686,1899,384,0,1437,75.67140600315956,0:00:22.684580
1,2,0.1,2,"[1620, 1452]",688,1899,385,0,1439,75.77672459189047,0:00:22.684580
1,2,0.1,2,"[896, 750]",690,1899,386,0,1441,75.88204318062138,0:00:22.684580
1,2,0.1,2,"[1055, 1216]",692,1899,387,0,1443,75.98736176935229,0:00:22.684580
1,2,0.1,2,"[1823, 805]",694,1899,388,0,1445,76.0926803580832,0:00:22.684580
1,2,0.1,2,"[197, 1805]",696,1899,389,0,1447,76.19799894681411,0:00:22.684580
1,2,0.1,2,"[947, 1851]",698,1899,390,0,1449,76.30331753554502,0:00:22.684580
1,2,0.1,2,"[203, 14]",700,1899,391,0,1451,76.40863612427593,0:00:22.684580
1,2,0.1,2,"[1392, 1164]",702,1899,392,0,1453,76.51395471300685,0:00:22.684580
1,2,0.1,2,"[1505, 217]",704,1899,393,0,1455,76.61927330173775,0:00:22.684580
1,2,0.1,2,"[1770, 1794]",706,1899,394,0,1457,76.72459189046866,0:00:22.684580
1,2,0.1,2,"[1020, 152]",708,1899,395,0,1459,76.82991047919958,0:00:22.684580
1,2,0.1,2,"[1623, 1206]",710,1899,396,0,1461,76.93522906793049,0:00:22.684580
1,2,0.1,2,"[676, 1690]",712,1899,397,0,1463,77.0405476566614,0:00:22.684580
1,2,0.1,2,"[1474, 845]",714,1899,398,0,1465,77.14586624539231,0:00:22.684580
1,2,0.1,2,"[1264, 411]",716,1899,399,0,1467,77.25118483412322,0:00:22.684580
1,2,0.1,2,"[1385, 890]",718,1899,400,0,1469,77.35650342285413,0:00:22.684580
1,2,0.1,2,"[407, 606]",720,1899,401,0,1471,77.46182201158504,0:00:22.684580
1,2,0.1,2,"[535, 206]",722,1899,402,0,1473,77.56714060031595,0:00:22.684580
1,2,0.1,2,"[1134, 1390]",724,1899,403,0,1475,77.67245918904688,0:00:22.684580
1,2,0.1,2,"[1604, 1457]",726,1899,404,0,1477,77.77777777777779,0:00:22.684580
1,2,0.1,2,"[108, 453]",728,1899,405,0,1479,77.88309636650868,0:00:22.684580
1,2,0.1,2,"[1683, 1015]",730,1899,406,0,1481,77.9884149552396,0:00:22.684580
1,2,0.1,2,"[1095, 1793]",732,1899,407,0,1483,78.09373354397052,0:00:22.684580
1,2,0.1,2,"[1078, 1226]",734,1899,408,0,1485,78.19905213270142,0:00:22.684580
1,2,0.1,2,"[983, 1551]",736,1899,409,0,1487,78.30437072143233,0:00:22.684580
1,2,0.1,2,"[1829, 49]",738,1899,410,0,1489,78.40968931016324,0:00:22.684580
1,2,0.1,2,"[380, 610]",740,1899,411,0,1491,78.51500789889415,0:00:22.684580
1,2,0.1,2,"[22, 1880]",742,1899,412,0,1493,78.62032648762506,0:00:22.684580
1,2,0.1,2,"[284, 1348]",744,1899,413,0,1495,78.72564507635597,0:00:22.684580
1,2,0.1,2,"[789, 1032]",746,1899,414,0,1497,78.83096366508688,0:00:22.684580
1,2,0.1,2,"[1099, 651]",748,1899,415,0,1499,78.93628225381781,0:00:22.684580
1,2,0.1,2,"[660, 1377]",750,1899,416,0,1501,79.0416008425487,0:00:22.684580
1,2,0.1,2,"[1209, 1270]",752,1899,417,2,1504,79.19957872564508,0:00:22.684580
1,2,0.1,2,"[1209, 1270]",752,1899,418,0,1504,79.19957872564508,0:00:22.684580
1,2,0.1,2,"[1626, 580]",754,1899,419,0,1506,79.30489731437599,0:00:22.684580
1,2,0.1,2,"[961, 158]",756,1899,420,0,1508,79.4102159031069,0:00:22.684580
1,2,0.1,2,"[780, 1150]",758,1899,421,0,1510,79.51553449183781,0:00:22.684580
1,2,0.1,2,"[1192, 1613]",760,1899,422,0,1512,79.62085308056872,0:00:22.684580
1,2,0.1,2,"[1441, 556]",762,1899,423,0,1514,79.72617166929963,0:00:22.684580
1,2,0.1,2,"[1327, 837]",764,1899,424,0,1516,79.83149025803054,0:00:22.684580
1,2,0.1,2,"[1566, 1561]",766,1899,425,0,1518,79.93680884676145,0:00:22.684580
1,2,0.1,2,"[1202, 107]",768,1899,426,0,1520,80.04212743549236,0:00:22.684580
1,2,0.1,2,"[1418, 1300]",770,1899,427,0,1522,80.14744602422329,0:00:22.684580
1,2,0.1,2,"[1859, 1892]",772,1899,428,0,1524,80.25276461295418,0:00:22.684580
1,2,0.1,2,"[958, 359]",774,1899,429,0,1526,80.35808320168509,0:00:22.684580
1,2,0.1,2,"[879, 10]",776,1899,430,0,1528,80.46340179041601,0:00:22.684580
1,2,0.1,2,"[1779, 111]",778,1899,431,0,1530,80.56872037914692,0:00:22.684580
1,2,0.1,2,"[141, 406]",780,1899,432,0,1532,80.67403896787782,0:00:22.684580
1,2,0.1,2,"[1290, 383]",782,1899,433,0,1534,80.77935755660874,0:00:22.684580
1,2,0.1,2,"[744, 744]",783,1899,434,0,1535,80.8320168509742,0:00:22.684580
1,2,0.1,2,"[1063, 1856]",785,1899,435,0,1537,80.93733543970511,0:00:22.684580
1,2,0.1,2,"[1599, 1664]",787,1899,436,0,1539,81.04265402843602,0:00:22.684580
1,2,0.1,2,"[7, 1456]",789,1899,437,0,1541,81.14797261716693,0:00:22.684580
1,2,0.1,2,"[1791, 1277]",791,1899,438,0,1543,81.25329120589784,0:00:22.684580
1,2,0.1,2,"[923, 668]",793,1899,439,0,1545,81.35860979462876,0:00:22.684580
1,2,0.1,2,"[1319, 926]",795,1899,440,0,1547,81.46392838335966,0:00:22.684580
1,2,0.1,2,"[1838, 892]",797,1899,441,0,1549,81.56924697209057,0:00:22.684580
1,2,0.1,2,"[978, 1330]",799,1899,442,0,1551,81.67456556082149,0:00:22.684580
1,2,0.1,2,"[1530, 1810]",801,1899,443,0,1553,81.7798841495524,0:00:22.684580
1,2,0.1,2,"[937, 1087]",803,1899,444,0,1555,81.8852027382833,0:00:22.684580
1,2,0.1,2,"[247, 1744]",805,1899,445,0,1557,81.99052132701422,0:00:22.684580
1,2,0.1,2,"[1709, 1764]",807,1899,446,0,1559,82.09583991574513,0:00:22.684580
1,2,0.1,2,"[1453, 1563]",809,1899,447,0,1561,82.20115850447604,0:00:22.684580
1,2,0.1,2,"[1109, 1496]",811,1899,448,0,1563,82.30647709320695,0:00:22.684580
1,2,0.1,2,"[1799, 1065]",813,1899,449,0,1565,82.41179568193786,0:00:22.684580
1,2,0.1,2,"[115, 1098]",815,1899,450,0,1567,82.51711427066877,0:00:22.684580
1,2,0.1,2,"[188, 918]",817,1899,451,0,1569,82.62243285939968,0:00:22.684580
1,2,0.1,2,"[1820, 565]",819,1899,452,0,1571,82.72775144813059,0:00:22.684580
1,2,0.1,2,"[1444, 46]",821,1899,453,0,1573,82.83307003686151,0:00:22.684580
1,2,0.1,2,"[418, 1672]",823,1899,454,0,1575,82.93838862559242,0:00:22.684580
1,2,0.1,2,"[1512, 1334]",825,1899,455,0,1577,83.04370721432332,0:00:22.684580
1,2,0.1,2,"[656, 570]",827,1899,456,0,1579,83.14902580305424,0:00:22.684580
1,2,0.1,2,"[1266, 1661]",829,1899,457,0,1581,83.25434439178515,0:00:22.684580
1,2,0.1,2,"[361, 37]",831,1899,458,0,1583,83.35966298051606,0:00:22.684580
1,2,0.1,2,"[1651, 767]",833,1899,459,0,1585,83.46498156924697,0:00:22.684580
1,2,0.1,2,"[148, 1800]",835,1899,460,0,1587,83.57030015797788,0:00:22.684580
1,2,0.1,2,"[515, 1349]",837,1899,461,0,1589,83.67561874670879,0:00:22.684580
1,2,0.1,2,"[614, 1307]",839,1899,462,0,1591,83.7809373354397,0:00:22.684580
1,2,0.1,2,"[757, 1407]",841,1899,463,0,1593,83.88625592417061,0:00:22.684580
1,2,0.1,2,"[550, 737]",843,1899,464,0,1595,83.99157451290152,0:00:22.684580
1,2,0.1,2,"[1774, 883]",845,1899,465,0,1597,84.09689310163245,0:00:22.684580
1,2,0.1,2,"[715, 1884]",847,1899,466,0,1599,84.20221169036336,0:00:22.684580
1,2,0.1,2,"[113, 1804]",849,1899,467,0,1601,84.30753027909425,0:00:22.684580
1,2,0.1,2,"[1650, 1727]",851,1899,468,0,1603,84.41284886782518,0:00:22.684580
1,2,0.1,2,"[695, 833]",853,1899,469,0,1605,84.51816745655609,0:00:22.684580
1,2,0.1,2,"[921, 1336]",855,1899,470,0,1607,84.623486045287,0:00:22.684580
1,2,0.1,2,"[1220, 1430]",857,1899,471,0,1609,84.7288046340179,0:00:22.684580
1,2,0.1,2,"[491, 336]",859,1899,472,0,1611,84.83412322274881,0:00:22.684580
1,2,0.1,2,"[717, 1073]",861,1899,473,0,1613,84.93944181147972,0:00:22.684580
1,2,0.1,2,"[1415, 1007]",863,1899,474,0,1615,85.04476040021063,0:00:22.684580
1,2,0.1,2,"[224, 869]",865,1899,475,0,1617,85.15007898894154,0:00:22.684580
1,2,0.1,2,"[28, 1276]",867,1899,476,0,1619,85.25539757767245,0:00:22.684580
1,2,0.1,2,"[16, 1120]",869,1899,477,0,1621,85.36071616640338,0:00:22.684580
1,2,0.1,2,"[1315, 493]",871,1899,478,0,1623,85.46603475513427,0:00:22.684580
1,2,0.1,2,"[1188, 1806]",873,1899,479,0,1625,85.5713533438652,0:00:22.684580
1,2,0.1,2,"[1653, 1148]",875,1899,480,0,1627,85.67667193259611,0:00:22.684580
1,2,0.1,2,"[692, 1527]",877,1899,481,0,1629,85.78199052132702,0:00:22.684580
1,2,0.1,2,"[1813, 11]",879,1899,482,0,1631,85.88730911005793,0:00:22.684580
1,2,0.1,2,"[1077, 200]",881,1899,483,0,1633,85.99262769878884,0:00:22.684580
1,2,0.1,2,"[1723, 1081]",883,1899,484,0,1635,86.09794628751975,0:00:22.684580
1,2,0.1,2,"[756, 1772]",885,1899,485,0,1637,86.20326487625066,0:00:22.684580
1,2,0.1,2,"[1848, 1773]",887,1899,486,0,1639,86.30858346498157,0:00:22.684580
1,2,0.1,2,"[1564, 66]",889,1899,487,0,1641,86.41390205371248,0:00:22.684580
1,2,0.1,2,"[500, 1141]",891,1899,488,0,1643,86.5192206424434,0:00:22.684580
1,2,0.1,2,"[1067, 1125]",893,1899,489,0,1645,86.6245392311743,0:00:22.684580
1,2,0.1,2,"[1414, 1386]",895,1899,490,0,1647,86.7298578199052,0:00:22.684580
1,2,0.1,2,"[694, 54]",897,1899,491,0,1649,86.83517640863613,0:00:22.684580
1,2,0.1,2,"[1046, 1817]",899,1899,492,0,1651,86.94049499736704,0:00:22.684580
1,2,0.1,2,"[208, 403]",901,1899,493,0,1653,87.04581358609794,0:00:22.684580
1,2,0.1,2,"[533, 1597]",903,1899,494,0,1655,87.15113217482886,0:00:22.684580
1,2,0.1,2,"[1156, 1293]",905,1899,495,0,1657,87.25645076355977,0:00:22.684580
1,2,0.1,2,"[946, 1450]",907,1899,496,0,1659,87.36176935229068,0:00:22.684580
1,2,0.1,2,"[219, 1426]",909,1899,497,0,1661,87.46708794102159,0:00:22.684580
1,2,0.1,2,"[1048, 24]",911,1899,498,0,1663,87.5724065297525,0:00:22.684580
1,2,0.1,2,"[89, 933]",913,1899,499,0,1665,87.67772511848341,0:00:22.684580
1,2,0.1,2,"[894, 1528]",915,1899,500,0,1667,87.78304370721432,0:00:22.684580
1,2,0.1,2,"[1357, 1832]",917,1899,501,0,1669,87.88836229594523,0:00:22.684580
1,2,0.1,2,"[1238, 1538]",919,1899,502,0,1671,87.99368088467614,0:00:22.684580
1,2,0.1,2,"[1223, 1428]",921,1899,503,0,1673,88.09899947340706,0:00:22.684580
1,2,0.1,2,"[1041, 1863]",923,1899,504,0,1675,88.20431806213797,0:00:22.684580
1,2,0.1,2,"[541, 902]",925,1899,505,0,1677,88.30963665086888,0:00:22.684580
1,2,0.1,2,"[1767, 410]",927,1899,506,0,1679,88.41495523959979,0:00:22.684580
1,2,0.1,2,"[688, 20]",929,1899,507,0,1681,88.5202738283307,0:00:22.684580
1,2,0.1,2,"[129, 130]",931,1899,508,0,1683,88.62559241706161,0:00:22.684580
1,2,0.1,2,"[554, 1633]",933,1899,509,0,1685,88.73091100579252,0:00:22.684580
1,2,0.1,2,"[723, 804]",935,1899,510,0,1687,88.83622959452343,0:00:22.684580
1,2,0.1,2,"[121, 1370]",937,1899,511,0,1689,88.94154818325435,0:00:22.684580
1,2,0.1,2,"[1825, 1198]",939,1899,512,0,1691,89.04686677198525,0:00:22.684580
1,2,0.1,2,"[207, 166]",941,1899,513,0,1693,89.15218536071616,0:00:22.684580
1,2,0.1,2,"[813, 748]",943,1899,514,0,1695,89.25750394944708,0:00:22.684580
1,2,0.1,2,"[136, 922]",945,1899,515,0,1697,89.362822538178,0:00:22.684580
1,2,0.1,2,"[1704, 1674]",947,1899,516,0,1699,89.46814112690889,0:00:22.684580
1,2,0.1,2,"[1074, 255]",949,1899,517,0,1701,89.57345971563981,0:00:22.684580
1,2,0.1,2,"[566, 577]",951,1899,518,0,1703,89.67877830437072,0:00:22.684580
1,2,0.1,2,"[1873, 1353]",953,1899,519,0,1705,89.78409689310163,0:00:22.684580
1,2,0.1,2,"[1553, 1108]",955,1899,520,0,1707,89.88941548183254,0:00:22.684580
1,2,0.1,2,"[1719, 1559]",957,1899,521,0,1709,89.99473407056345,0:00:22.684580
1,2,0.1,2,"[1776, 1733]",959,1899,522,0,1711,90.10005265929436,0:00:22.684580
1,2,0.1,2,"[4, 1058]",961,1899,523,0,1713,90.20537124802527,0:00:22.684580
1,2,0.1,2,"[630, 1374]",963,1899,524,0,1715,90.31068983675618,0:00:22.684580
1,2,0.1,2,"[1516, 185]",965,1899,525,0,1717,90.41600842548709,0:00:22.684580
1,2,0.1,2,"[450, 824]",967,1899,526,0,1719,90.52132701421802,0:00:22.684580
1,2,0.1,2,"[794, 1225]",969,1899,527,0,1721,90.62664560294891,0:00:22.684580
1,2,0.1,2,"[691, 1577]",971,1899,528,0,1723,90.73196419167984,0:00:22.684580
1,2,0.1,2,"[1394, 1888]",973,1899,529,0,1725,90.83728278041075,0:00:22.684580
1,2,0.1,2,"[420, 510]",975,1899,530,0,1727,90.94260136914166,0:00:22.684580
1,2,0.1,2,"[238, 751]",977,1899,531,0,1729,91.04791995787257,0:00:22.684580
1,2,0.1,2,"[1504, 1593]",979,1899,532,0,1731,91.15323854660348,0:00:22.684580
1,2,0.1,2,"[1429, 1689]",981,1899,533,0,1733,91.25855713533439,0:00:22.684580
1,2,0.1,2,"[988, 23]",983,1899,534,0,1735,91.36387572406531,0:00:22.684580
1,2,0.1,2,"[1470, 1635]",985,1899,535,0,1737,91.4691943127962,0:00:22.684580
1,2,0.1,2,"[608, 669]",987,1899,536,0,1739,91.57451290152711,0:00:22.684580
1,2,0.1,2,"[1583, 1857]",989,1899,537,0,1741,91.67983149025804,0:00:22.684580
1,2,0.1,2,"[157, 360]",991,1899,538,0,1743,91.78515007898895,0:00:22.684580
1,2,0.1,2,"[1289, 746]",993,1899,539,0,1745,91.89046866771984,0:00:22.684580
1,2,0.1,2,"[1761, 670]",995,1899,540,0,1747,91.99578725645077,0:00:22.684580
1,2,0.1,2,"[1212, 854]",997,1899,541,0,1749,92.10110584518168,0:00:22.684580
1,2,0.1,2,"[458, 1726]",999,1899,542,0,1751,92.20642443391259,0:00:22.684580
1,2,0.1,2,"[1627, 259]",1001,1899,543,0,1753,92.3117430226435,0:00:22.684580
1,2,0.1,2,"[905, 507]",1003,1899,544,0,1755,92.41706161137441,0:00:22.684580
1,2,0.1,2,"[858, 888]",1005,1899,545,0,1757,92.52238020010532,0:00:22.684580
1,2,0.1,2,"[1790, 122]",1007,1899,546,0,1759,92.62769878883623,0:00:22.684580
1,2,0.1,2,"[110, 444]",1009,1899,547,0,1761,92.73301737756714,0:00:22.684580
1,2,0.1,2,"[771, 1837]",1011,1899,548,0,1763,92.83833596629805,0:00:22.684580
1,2,0.1,2,"[1288, 1064]",1013,1899,549,0,1765,92.94365455502897,0:00:22.684580
1,2,0.1,2,"[826, 1154]",1015,1899,550,0,1767,93.04897314375987,0:00:22.684580
1,2,0.1,2,"[1494, 1059]",1017,1899,551,0,1769,93.15429173249078,0:00:22.684580
1,2,0.1,2,"[1519, 1303]",1019,1899,552,0,1771,93.2596103212217,0:00:22.684580
1,2,0.1,2,"[1567, 179]",1021,1899,553,0,1773,93.36492890995261,0:00:22.684580
1,2,0.1,2,"[1711, 1207]",1023,1899,554,0,1775,93.47024749868352,0:00:22.684580
1,2,0.1,2,"[241, 872]",1025,1899,555,0,1777,93.57556608741443,0:00:22.684580
1,2,0.1,2,"[436, 201]",1027,1899,556,0,1779,93.68088467614534,0:00:22.684580
1,2,0.1,2,"[1337, 1016]",1029,1899,557,0,1781,93.78620326487625,0:00:22.684580
1,2,0.1,2,"[553, 150]",1031,1899,558,0,1783,93.89152185360716,0:00:22.684580
1,2,0.1,2,"[1084, 900]",1033,1899,559,0,1785,93.99684044233807,0:00:22.684580
1,2,0.1,2,"[1529, 1471]",1035,1899,560,0,1787,94.102159031069,0:00:22.684580
1,2,0.1,2,"[508, 1835]",1037,1899,561,0,1789,94.20747761979989,0:00:22.684580
1,2,0.1,2,"[1708, 1045]",1039,1899,562,0,1791,94.3127962085308,0:00:22.684580
1,2,0.1,2,"[1305, 685]",1041,1899,563,0,1793,94.41811479726172,0:00:22.684580
1,2,0.1,2,"[891, 1420]",1043,1899,564,0,1795,94.52343338599263,0:00:22.684580
1,2,0.1,2,"[1755, 702]",1045,1899,565,0,1797,94.62875197472354,0:00:22.684580
1,2,0.1,2,"[488, 602]",1047,1899,566,0,1799,94.73407056345445,0:00:22.684580
1,2,0.1,2,"[597, 1195]",1049,1899,567,0,1801,94.83938915218536,0:00:22.684580
1,2,0.1,2,"[776, 1574]",1051,1899,568,0,1803,94.94470774091627,0:00:22.684580
1,2,0.1,2,"[1234, 324]",1053,1899,569,0,1805,95.05002632964718,0:00:22.684580
1,2,0.1,2,"[849, 866]",1055,1899,570,0,1807,95.15534491837809,0:00:22.684580
1,2,0.1,2,"[93, 1499]",1057,1899,571,0,1809,95.260663507109,0:00:22.684580
1,2,0.1,2,"[1364, 1133]",1059,1899,572,0,1811,95.36598209583993,0:00:22.684580
